,simulation,auc_live,auc_apoptotic,drug_1,drug_2,conc_1,conc_2
902,LNCaP_mut_RNA_00_2_4_Afatinib_Ulixertinib_0_0_0_0_2,58458480.0,1706520.0,Afatinib,Ulixertinib,IC30,IC70
903,LNCaP_mut_RNA_00_5_3_Luminespib_Selumetinib_0_0_0_0_6,59443200.0,1773480.0,Luminespib,Selumetinib,IC90,IC50
904,LNCaP_mut_RNA_00_2_1_Afatinib_Selumetinib_0_0_0_0_7,59938920.0,1783920.0,Afatinib,Selumetinib,IC30,IC10
905,LNCaP_mut_RNA_00_3_3_Ipatasertib_Selumetinib_0_0_0_0_5,59349480.0,1647720.0,Ipatasertib,Selumetinib,IC50,IC50
906,LNCaP_mut_RNA_00_2_3_Afatinib_Pictilisib_0_0_0_0_4,54958200.0,1685520.0,Afatinib,Pictilisib,IC30,IC50
907,LNCaP_mut_RNA_00_1_3_Luminespib_Selumetinib_0_0_0_0_10,59416080.0,1818960.0,Luminespib,Selumetinib,IC10,IC50
908,LNCaP_mut_RNA_00_5_4_Ipatasertib_Ulixertinib_0_0_0_0_5,54668520.0,1619040.0,Ipatasertib,Ulixertinib,IC90,IC70
909,LNCaP_mut_RNA_00_1_3_Afatinib_Ulixertinib_0_0_0_0_9,59558280.0,1789680.0,Afatinib,Ulixertinib,IC10,IC50
910,LNCaP_mut_RNA_00_1_2_Afatinib_Luminespib_0_0_0_0_7,61765680.0,1848000.0,Afatinib,Luminespib,IC10,IC30
911,LNCaP_mut_RNA_00_2_2_Ulixertinib_Luminespib_0_0_0_0_4,59967480.0,1841040.0,Ulixertinib,Luminespib,IC30,IC30
912,LNCaP_mut_RNA_00_1_2_Ipatasertib_Selumetinib_0_0_0_0_2,61058880.0,1805760.0,Ipatasertib,Selumetinib,IC10,IC30
913,LNCaP_mut_RNA_00_2_4_Ulixertinib_Selumetinib_0_0_0_0_4,57801960.0,1759560.0,Ulixertinib,Selumetinib,IC30,IC70
914,LNCaP_mut_RNA_00_4_5_Afatinib_Luminespib_0_0_0_0_5,61017120.0,1774080.0,Afatinib,Luminespib,IC70,IC90
915,LNCaP_mut_RNA_00_5_1_Afatinib_Ulixertinib_0_0_0_0_8,58906080.0,1770720.0,Afatinib,Ulixertinib,IC90,IC10
916,LNCaP_mut_RNA_00_1_3_Luminespib_Selumetinib_0_0_0_0_4,63624720.0,1824960.0,Luminespib,Selumetinib,IC10,IC50
917,LNCaP_mut_RNA_00_3_1_Ulixertinib_Luminespib_0_0_0_0_5,56876160.0,1686600.0,Ulixertinib,Luminespib,IC50,IC10
918,LNCaP_mut_RNA_00_3_2_Ipatasertib_Pictilisib_0_0_0_0_1,56246160.0,1667160.0,Ipatasertib,Pictilisib,IC50,IC30
919,LNCaP_mut_RNA_00_3_3_Afatinib_Selumetinib_0_0_0_0_9,59006280.0,1743480.0,Afatinib,Selumetinib,IC50,IC50
920,LNCaP_mut_RNA_00_3_2_Ipatasertib_Selumetinib_0_0_0_0_8,61074000.0,1737960.0,Ipatasertib,Selumetinib,IC50,IC30
921,LNCaP_mut_RNA_00_1_1_Luminespib_Pictilisib_0_0_0_0_6,57854760.0,1691160.0,Luminespib,Pictilisib,IC10,IC10
922,LNCaP_mut_RNA_00_2_4_Ulixertinib_Luminespib_0_0_0_0_5,60602040.0,1842000.0,Ulixertinib,Luminespib,IC30,IC70
923,LNCaP_mut_RNA_00_1_4_Luminespib_Selumetinib_0_0_0_0_2,60405960.0,1812960.0,Luminespib,Selumetinib,IC10,IC70
924,LNCaP_mut_RNA_00_5_3_Ipatasertib_Luminespib_0_0_0_0_7,53725920.0,1554000.0,Ipatasertib,Luminespib,IC90,IC50
925,LNCaP_mut_RNA_00_2_1_Luminespib_Pictilisib_0_0_0_0_7,56665680.0,1651920.0,Luminespib,Pictilisib,IC30,IC10
926,LNCaP_mut_RNA_00_5_4_Ulixertinib_Pictilisib_0_0_0_0_1,56468160.0,1703280.0,Ulixertinib,Pictilisib,IC90,IC70
927,LNCaP_mut_RNA_00_3_3_Ipatasertib_Pictilisib_0_0_0_0_9,53289360.0,1597560.0,Ipatasertib,Pictilisib,IC50,IC50
928,LNCaP_mut_RNA_00_2_4_Ulixertinib_Pictilisib_0_0_0_0_10,55184880.0,1674120.0,Ulixertinib,Pictilisib,IC30,IC70
929,LNCaP_mut_RNA_00_3_1_Luminespib_Pictilisib_0_0_0_0_6,57647760.0,1698720.0,Luminespib,Pictilisib,IC50,IC10
930,LNCaP_mut_RNA_00_1_5_Ulixertinib_Selumetinib_0_0_0_0_8,61372320.0,1786200.0,Ulixertinib,Selumetinib,IC10,IC90
931,LNCaP_mut_RNA_00_3_3_Ulixertinib_Selumetinib_0_0_0_0_1,60133080.0,1772760.0,Ulixertinib,Selumetinib,IC50,IC50
932,LNCaP_mut_RNA_00_3_5_Ulixertinib_Pictilisib_0_0_0_0_9,57476520.0,1715280.0,Ulixertinib,Pictilisib,IC50,IC90
933,LNCaP_mut_RNA_00_5_4_Ipatasertib_Afatinib_0_0_0_0_7,53948280.0,1610880.0,Ipatasertib,Afatinib,IC90,IC70
934,LNCaP_mut_RNA_00_2_4_Ulixertinib_Selumetinib_0_0_0_0_8,56794920.0,1642800.0,Ulixertinib,Selumetinib,IC30,IC70
935,LNCaP_mut_RNA_00_3_2_Luminespib_Pictilisib_0_0_0_0_2,54439200.0,1623960.0,Luminespib,Pictilisib,IC50,IC30
936,LNCaP_mut_RNA_00_2_5_Afatinib_Ulixertinib_0_0_0_0_5,59765520.0,1759800.0,Afatinib,Ulixertinib,IC30,IC90
937,LNCaP_mut_RNA_00_2_3_Ulixertinib_Selumetinib_0_0_0_0_5,57726360.0,1785240.0,Ulixertinib,Selumetinib,IC30,IC50
938,LNCaP_mut_RNA_00_4_5_Ulixertinib_Luminespib_0_0_0_0_8,60860760.0,1805400.0,Ulixertinib,Luminespib,IC70,IC90
939,LNCaP_mut_RNA_00_1_1_Ulixertinib_Luminespib_0_0_0_0_9,60468240.0,1825080.0,Ulixertinib,Luminespib,IC10,IC10
940,LNCaP_mut_RNA_00_1_2_Afatinib_Ulixertinib_0_0_0_0_1,58690440.0,1733040.0,Afatinib,Ulixertinib,IC10,IC30
941,LNCaP_mut_RNA_00_4_2_Ulixertinib_Pictilisib_0_0_0_0_3,57285480.0,1642200.0,Ulixertinib,Pictilisib,IC70,IC30
942,LNCaP_mut_RNA_00_2_3_Ipatasertib_Ulixertinib_0_0_0_0_1,59575920.0,1700400.0,Ipatasertib,Ulixertinib,IC30,IC50
943,LNCaP_mut_RNA_00_5_4_Ulixertinib_Luminespib_0_0_0_0_1,60813960.0,1797480.0,Ulixertinib,Luminespib,IC90,IC70
944,LNCaP_mut_RNA_00_2_5_Ipatasertib_Afatinib_0_0_0_0_3,57460920.0,1666800.0,Ipatasertib,Afatinib,IC30,IC90
945,LNCaP_mut_RNA_00_4_2_Ulixertinib_Luminespib_0_0_0_0_1,58763520.0,1759560.0,Ulixertinib,Luminespib,IC70,IC30
946,LNCaP_mut_RNA_00_3_1_Ipatasertib_Selumetinib_0_0_0_0_5,61510560.0,1717080.0,Ipatasertib,Selumetinib,IC50,IC10
947,LNCaP_mut_RNA_00_5_3_Afatinib_Luminespib_0_0_0_0_8,57048360.0,1666440.0,Afatinib,Luminespib,IC90,IC50
948,LNCaP_mut_RNA_00_5_5_Ipatasertib_Luminespib_0_0_0_0_2,56107440.0,1650120.0,Ipatasertib,Luminespib,IC90,IC90
949,LNCaP_mut_RNA_00_4_1_Afatinib_Pictilisib_0_0_0_0_1,55511640.0,1650600.0,Afatinib,Pictilisib,IC70,IC10
950,LNCaP_mut_RNA_00_5_2_Ipatasertib_Afatinib_0_0_0_0_5,55365120.0,1627320.0,Ipatasertib,Afatinib,IC90,IC30
951,LNCaP_mut_RNA_00_3_2_Ipatasertib_Ulixertinib_0_0_0_0_6,59642520.0,1714440.0,Ipatasertib,Ulixertinib,IC50,IC30
952,LNCaP_mut_RNA_00_2_4_Afatinib_Pictilisib_0_0_0_0_5,54498720.0,1587600.0,Afatinib,Pictilisib,IC30,IC70
953,LNCaP_mut_RNA_00_1_4_Luminespib_Selumetinib_0_0_0_0_1,57009840.0,1695840.0,Luminespib,Selumetinib,IC10,IC70
954,LNCaP_mut_RNA_00_2_5_Selumetinib_Pictilisib_0_0_0_0_4,54418560.0,1561920.0,Selumetinib,Pictilisib,IC30,IC90
955,LNCaP_mut_RNA_00_3_3_Afatinib_Luminespib_0_0_0_0_2,59757000.0,1760880.0,Afatinib,Luminespib,IC50,IC50
956,LNCaP_mut_RNA_00_1_1_Ulixertinib_Selumetinib_0_0_0_0_9,59136360.0,1727040.0,Ulixertinib,Selumetinib,IC10,IC10
957,LNCaP_mut_RNA_00_1_4_Ipatasertib_Luminespib_0_0_0_0_4,60034320.0,1755240.0,Ipatasertib,Luminespib,IC10,IC70
958,LNCaP_mut_RNA_00_3_4_Ipatasertib_Afatinib_0_0_0_0_9,59658240.0,1742280.0,Ipatasertib,Afatinib,IC50,IC70
959,LNCaP_mut_RNA_00_4_2_Luminespib_Pictilisib_0_0_0_0_2,57228720.0,1699440.0,Luminespib,Pictilisib,IC70,IC30
960,LNCaP_mut_RNA_00_1_1_Ulixertinib_Pictilisib_0_0_0_0_5,56501880.0,1692360.0,Ulixertinib,Pictilisib,IC10,IC10
961,LNCaP_mut_RNA_00_5_3_Afatinib_Luminespib_0_0_0_0_6,57977040.0,1716000.0,Afatinib,Luminespib,IC90,IC50
962,LNCaP_mut_RNA_00_3_1_Selumetinib_Pictilisib_0_0_0_0_7,56336760.0,1616880.0,Selumetinib,Pictilisib,IC50,IC10
963,LNCaP_mut_RNA_00_5_5_Selumetinib_Pictilisib_0_0_0_0_9,52218600.0,1592640.0,Selumetinib,Pictilisib,IC90,IC90
964,LNCaP_mut_RNA_00_4_1_Luminespib_Selumetinib_0_0_0_0_8,58011840.0,1708920.0,Luminespib,Selumetinib,IC70,IC10
965,LNCaP_mut_RNA_00_2_4_Ipatasertib_Ulixertinib_0_0_0_0_2,57388560.0,1725360.0,Ipatasertib,Ulixertinib,IC30,IC70
966,LNCaP_mut_RNA_00_4_5_Afatinib_Ulixertinib_0_0_0_0_3,62647440.0,1783080.0,Afatinib,Ulixertinib,IC70,IC90
967,LNCaP_mut_RNA_00_2_2_Ipatasertib_Luminespib_0_0_0_0_4,62600520.0,1806840.0,Ipatasertib,Luminespib,IC30,IC30
968,LNCaP_mut_RNA_00_2_5_Luminespib_Selumetinib_0_0_0_0_2,60622680.0,1757040.0,Luminespib,Selumetinib,IC30,IC90
969,LNCaP_mut_RNA_00_4_5_Afatinib_Ulixertinib_0_0_0_0_9,57486600.0,1736880.0,Afatinib,Ulixertinib,IC70,IC90
970,LNCaP_mut_RNA_00_5_3_Luminespib_Selumetinib_0_0_0_0_5,58767240.0,1733640.0,Luminespib,Selumetinib,IC90,IC50
971,LNCaP_mut_RNA_00_5_4_Ulixertinib_Selumetinib_0_0_0_0_8,61249200.0,1807200.0,Ulixertinib,Selumetinib,IC90,IC70
972,LNCaP_mut_RNA_00_4_1_Afatinib_Selumetinib_0_0_0_0_8,57960240.0,1746240.0,Afatinib,Selumetinib,IC70,IC10
973,LNCaP_mut_RNA_00_3_1_Ipatasertib_Selumetinib_0_0_0_0_1,60261480.0,1742640.0,Ipatasertib,Selumetinib,IC50,IC10
974,LNCaP_mut_RNA_00_2_1_Ipatasertib_Pictilisib_0_0_0_0_3,57802200.0,1693200.0,Ipatasertib,Pictilisib,IC30,IC10
975,LNCaP_mut_RNA_00_3_3_Afatinib_Luminespib_0_0_0_0_3,59595120.0,1750080.0,Afatinib,Luminespib,IC50,IC50
976,LNCaP_mut_RNA_00_3_5_Afatinib_Luminespib_0_0_0_0_1,59353440.0,1723440.0,Afatinib,Luminespib,IC50,IC90
977,LNCaP_mut_RNA_00_3_3_Ipatasertib_Pictilisib_0_0_0_0_10,53859840.0,1575840.0,Ipatasertib,Pictilisib,IC50,IC50
978,LNCaP_mut_RNA_00_3_5_Afatinib_Selumetinib_0_0_0_0_7,59106600.0,1714200.0,Afatinib,Selumetinib,IC50,IC90
979,LNCaP_mut_RNA_00_2_1_Ipatasertib_Pictilisib_0_0_0_0_9,56268600.0,1657800.0,Ipatasertib,Pictilisib,IC30,IC10
980,LNCaP_mut_RNA_00_4_5_Ipatasertib_Selumetinib_0_0_0_0_9,58979520.0,1651440.0,Ipatasertib,Selumetinib,IC70,IC90
981,LNCaP_mut_RNA_00_1_1_Ulixertinib_Selumetinib_0_0_0_0_1,60132360.0,1776720.0,Ulixertinib,Selumetinib,IC10,IC10
982,LNCaP_mut_RNA_00_5_1_Ipatasertib_Afatinib_0_0_0_0_5,57203760.0,1681560.0,Ipatasertib,Afatinib,IC90,IC10
983,LNCaP_mut_RNA_00_2_1_Afatinib_Selumetinib_0_0_0_0_8,58781040.0,1702320.0,Afatinib,Selumetinib,IC30,IC10
984,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_10,59826600.0,1732920.0,Ipatasertib,Luminespib,IC50,IC10
985,LNCaP_mut_RNA_00_2_4_Afatinib_Pictilisib_0_0_0_0_9,55986120.0,1582800.0,Afatinib,Pictilisib,IC30,IC70
986,LNCaP_mut_RNA_00_5_1_Luminespib_Selumetinib_0_0_0_0_9,56828280.0,1780320.0,Luminespib,Selumetinib,IC90,IC10
987,LNCaP_mut_RNA_00_5_3_Ipatasertib_Afatinib_0_0_0_0_7,57177360.0,1680120.0,Ipatasertib,Afatinib,IC90,IC50
988,LNCaP_mut_RNA_00_1_4_Afatinib_Luminespib_0_0_0_0_3,59446440.0,1792200.0,Afatinib,Luminespib,IC10,IC70
989,LNCaP_mut_RNA_00_5_2_Ipatasertib_Afatinib_0_0_0_0_7,57541440.0,1655640.0,Ipatasertib,Afatinib,IC90,IC30
990,LNCaP_mut_RNA_00_2_2_Ulixertinib_Luminespib_0_0_0_0_8,61354080.0,1803120.0,Ulixertinib,Luminespib,IC30,IC30
991,LNCaP_mut_RNA_00_1_3_Luminespib_Pictilisib_0_0_0_0_1,54725280.0,1597800.0,Luminespib,Pictilisib,IC10,IC50
992,LNCaP_mut_RNA_00_1_5_Ipatasertib_Luminespib_0_0_0_0_6,59716320.0,1727760.0,Ipatasertib,Luminespib,IC10,IC90
993,LNCaP_mut_RNA_00_1_1_Ulixertinib_Pictilisib_0_0_0_0_4,58259160.0,1749600.0,Ulixertinib,Pictilisib,IC10,IC10
994,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_8,60777120.0,1660920.0,Ipatasertib,Luminespib,IC50,IC10
995,LNCaP_mut_RNA_00_5_2_Afatinib_Luminespib_0_0_0_0_5,58015680.0,1685160.0,Afatinib,Luminespib,IC90,IC30
996,LNCaP_mut_RNA_00_3_4_Afatinib_Selumetinib_0_0_0_0_7,59190000.0,1714680.0,Afatinib,Selumetinib,IC50,IC70
997,LNCaP_mut_RNA_00_5_2_Ulixertinib_Selumetinib_0_0_0_0_3,57651480.0,1704480.0,Ulixertinib,Selumetinib,IC90,IC30
998,LNCaP_mut_RNA_00_5_5_Ipatasertib_Afatinib_0_0_0_0_6,53163720.0,1626720.0,Ipatasertib,Afatinib,IC90,IC90
999,LNCaP_mut_RNA_00_3_4_Ulixertinib_Luminespib_0_0_0_0_10,59153640.0,1781400.0,Ulixertinib,Luminespib,IC50,IC70
1000,LNCaP_mut_RNA_00_3_5_Ulixertinib_Pictilisib_0_0_0_0_3,52015440.0,1473240.0,Ulixertinib,Pictilisib,IC50,IC90
1001,LNCaP_mut_RNA_00_5_2_Ulixertinib_Selumetinib_0_0_0_0_9,59162760.0,1851720.0,Ulixertinib,Selumetinib,IC90,IC30
1002,LNCaP_mut_RNA_00_3_1_Luminespib_Pictilisib_0_0_0_0_1,57279360.0,1690560.0,Luminespib,Pictilisib,IC50,IC10
1003,LNCaP_mut_RNA_00_4_3_Afatinib_Pictilisib_0_0_0_0_6,55269840.0,1530480.0,Afatinib,Pictilisib,IC70,IC50
1004,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_7,58649040.0,1703640.0,Ipatasertib,Luminespib,IC50,IC10
1005,LNCaP_mut_RNA_00_3_2_Ulixertinib_Pictilisib_0_0_0_0_10,58213080.0,1692240.0,Ulixertinib,Pictilisib,IC50,IC30
1006,LNCaP_mut_RNA_00_3_2_Afatinib_Selumetinib_0_0_0_0_10,58426200.0,1782360.0,Afatinib,Selumetinib,IC50,IC30
1007,LNCaP_mut_RNA_00_3_5_Ipatasertib_Pictilisib_0_0_0_0_8,52051320.0,1561080.0,Ipatasertib,Pictilisib,IC50,IC90
1008,LNCaP_mut_RNA_00_3_2_Selumetinib_Pictilisib_0_0_0_0_5,57554520.0,1673760.0,Selumetinib,Pictilisib,IC50,IC30
1009,LNCaP_mut_RNA_00_2_2_Afatinib_Pictilisib_0_0_0_0_9,54314400.0,1651800.0,Afatinib,Pictilisib,IC30,IC30
1010,LNCaP_mut_RNA_00_1_1_Ipatasertib_Pictilisib_0_0_0_0_5,57467280.0,1789200.0,Ipatasertib,Pictilisib,IC10,IC10
1011,LNCaP_mut_RNA_00_4_2_Luminespib_Pictilisib_0_0_0_0_3,56054400.0,1595160.0,Luminespib,Pictilisib,IC70,IC30
1012,LNCaP_mut_RNA_00_2_3_Ipatasertib_Ulixertinib_0_0_0_0_2,62122200.0,1772880.0,Ipatasertib,Ulixertinib,IC30,IC50
1013,LNCaP_mut_RNA_00_4_4_Ulixertinib_Selumetinib_0_0_0_0_4,59188560.0,1798560.0,Ulixertinib,Selumetinib,IC70,IC70
1014,LNCaP_mut_RNA_00_5_2_Ipatasertib_Selumetinib_0_0_0_0_4,56348160.0,1682160.0,Ipatasertib,Selumetinib,IC90,IC30
1015,LNCaP_mut_RNA_00_5_1_Selumetinib_Pictilisib_0_0_0_0_7,56529360.0,1664520.0,Selumetinib,Pictilisib,IC90,IC10
1016,LNCaP_mut_RNA_00_2_1_Ulixertinib_Luminespib_0_0_0_0_9,61380840.0,1784040.0,Ulixertinib,Luminespib,IC30,IC10
1017,LNCaP_mut_RNA_00_2_1_Luminespib_Pictilisib_0_0_0_0_6,55103280.0,1727520.0,Luminespib,Pictilisib,IC30,IC10
1018,LNCaP_mut_RNA_00_5_1_Afatinib_Ulixertinib_0_0_0_0_4,56871600.0,1692840.0,Afatinib,Ulixertinib,IC90,IC10
1019,LNCaP_mut_RNA_00_3_4_Luminespib_Pictilisib_0_0_0_0_9,56997360.0,1691640.0,Luminespib,Pictilisib,IC50,IC70
1020,LNCaP_mut_RNA_00_1_2_Ipatasertib_Selumetinib_0_0_0_0_4,61628640.0,1800480.0,Ipatasertib,Selumetinib,IC10,IC30
1021,LNCaP_mut_RNA_00_5_3_Afatinib_Ulixertinib_0_0_0_0_7,61952040.0,1795680.0,Afatinib,Ulixertinib,IC90,IC50
1022,LNCaP_mut_RNA_00_5_4_Ipatasertib_Selumetinib_0_0_0_0_10,60571920.0,1797360.0,Ipatasertib,Selumetinib,IC90,IC70
1023,LNCaP_mut_RNA_00_5_4_Ulixertinib_Luminespib_0_0_0_0_8,57624720.0,1766040.0,Ulixertinib,Luminespib,IC90,IC70
1024,LNCaP_mut_RNA_00_3_2_Afatinib_Pictilisib_0_0_0_0_7,55725840.0,1646280.0,Afatinib,Pictilisib,IC50,IC30
1025,LNCaP_mut_RNA_00_5_1_Ipatasertib_Ulixertinib_0_0_0_0_1,55020720.0,1632840.0,Ipatasertib,Ulixertinib,IC90,IC10
1026,LNCaP_mut_RNA_00_3_1_Afatinib_Pictilisib_0_0_0_0_7,56865960.0,1697640.0,Afatinib,Pictilisib,IC50,IC10
1027,LNCaP_mut_RNA_00_3_3_Afatinib_Pictilisib_0_0_0_0_5,53634720.0,1623000.0,Afatinib,Pictilisib,IC50,IC50
1028,LNCaP_mut_RNA_00_4_3_Selumetinib_Pictilisib_0_0_0_0_5,52971120.0,1604760.0,Selumetinib,Pictilisib,IC70,IC50
1029,LNCaP_mut_RNA_00_3_5_Afatinib_Luminespib_0_0_0_0_7,59711760.0,1795560.0,Afatinib,Luminespib,IC50,IC90
1030,LNCaP_mut_RNA_00_4_4_Ipatasertib_Pictilisib_0_0_0_0_5,52398480.0,1552200.0,Ipatasertib,Pictilisib,IC70,IC70
1031,LNCaP_mut_RNA_00_3_4_Afatinib_Ulixertinib_0_0_0_0_4,59198160.0,1800720.0,Afatinib,Ulixertinib,IC50,IC70
1032,LNCaP_mut_RNA_00_4_3_Ipatasertib_Pictilisib_0_0_0_0_8,52440120.0,1563480.0,Ipatasertib,Pictilisib,IC70,IC50
1033,LNCaP_mut_RNA_00_4_2_Luminespib_Selumetinib_0_0_0_0_2,61555800.0,1757280.0,Luminespib,Selumetinib,IC70,IC30
1034,LNCaP_mut_RNA_00_4_2_Afatinib_Ulixertinib_0_0_0_0_7,59601240.0,1683960.0,Afatinib,Ulixertinib,IC70,IC30
1035,LNCaP_mut_RNA_00_4_1_Selumetinib_Pictilisib_0_0_0_0_4,58069200.0,1679880.0,Selumetinib,Pictilisib,IC70,IC10
1036,LNCaP_mut_RNA_00_4_2_Ulixertinib_Luminespib_0_0_0_0_7,62713320.0,1843560.0,Ulixertinib,Luminespib,IC70,IC30
1037,LNCaP_mut_RNA_00_2_4_Ulixertinib_Pictilisib_0_0_0_0_3,52874880.0,1607400.0,Ulixertinib,Pictilisib,IC30,IC70
1038,LNCaP_mut_RNA_00_4_4_Ulixertinib_Pictilisib_0_0_0_0_5,55418160.0,1595880.0,Ulixertinib,Pictilisib,IC70,IC70
1039,LNCaP_mut_RNA_00_3_4_Afatinib_Ulixertinib_0_0_0_0_2,59840040.0,1741080.0,Afatinib,Ulixertinib,IC50,IC70
1040,LNCaP_mut_RNA_00_2_4_Luminespib_Pictilisib_0_0_0_0_2,51279120.0,1557480.0,Luminespib,Pictilisib,IC30,IC70
1041,LNCaP_mut_RNA_00_1_5_Ipatasertib_Luminespib_0_0_0_0_5,61708080.0,1765680.0,Ipatasertib,Luminespib,IC10,IC90
1042,LNCaP_mut_RNA_00_1_2_Luminespib_Selumetinib_0_0_0_0_4,59538840.0,1752120.0,Luminespib,Selumetinib,IC10,IC30
1043,LNCaP_mut_RNA_00_4_4_Ulixertinib_Luminespib_0_0_0_0_3,60563280.0,1770120.0,Ulixertinib,Luminespib,IC70,IC70
1044,LNCaP_mut_RNA_00_1_2_Selumetinib_Pictilisib_0_0_0_0_7,54797520.0,1637640.0,Selumetinib,Pictilisib,IC10,IC30
1045,LNCaP_mut_RNA_00_1_2_Ipatasertib_Selumetinib_0_0_0_0_1,60173520.0,1770240.0,Ipatasertib,Selumetinib,IC10,IC30
1046,LNCaP_mut_RNA_00_4_4_Afatinib_Luminespib_0_0_0_0_2,58725480.0,1685880.0,Afatinib,Luminespib,IC70,IC70
1047,LNCaP_mut_RNA_00_2_3_Luminespib_Pictilisib_0_0_0_0_8,55802880.0,1680720.0,Luminespib,Pictilisib,IC30,IC50
1048,LNCaP_mut_RNA_00_1_4_Ulixertinib_Selumetinib_0_0_0_0_5,58811160.0,1699320.0,Ulixertinib,Selumetinib,IC10,IC70
1049,LNCaP_mut_RNA_00_4_4_Luminespib_Pictilisib_0_0_0_0_3,51207480.0,1496880.0,Luminespib,Pictilisib,IC70,IC70
1050,LNCaP_mut_RNA_00_3_1_Afatinib_Selumetinib_0_0_0_0_6,58174920.0,1705680.0,Afatinib,Selumetinib,IC50,IC10
1051,LNCaP_mut_RNA_00_1_1_Ulixertinib_Selumetinib_0_0_0_0_7,59143320.0,1709880.0,Ulixertinib,Selumetinib,IC10,IC10
1052,LNCaP_mut_RNA_00_3_3_Ulixertinib_Luminespib_0_0_0_0_10,59061720.0,1783200.0,Ulixertinib,Luminespib,IC50,IC50
1053,LNCaP_mut_RNA_00_1_4_Ulixertinib_Selumetinib_0_0_0_0_9,60045360.0,1818840.0,Ulixertinib,Selumetinib,IC10,IC70
1054,LNCaP_mut_RNA_00_4_5_Ulixertinib_Pictilisib_0_0_0_0_6,53123280.0,1629240.0,Ulixertinib,Pictilisib,IC70,IC90
1055,LNCaP_mut_RNA_00_2_5_Ulixertinib_Selumetinib_0_0_0_0_8,62267400.0,1860240.0,Ulixertinib,Selumetinib,IC30,IC90
1056,LNCaP_mut_RNA_00_3_4_Ulixertinib_Luminespib_0_0_0_0_8,62303880.0,1757760.0,Ulixertinib,Luminespib,IC50,IC70
1057,LNCaP_mut_RNA_00_2_5_Selumetinib_Pictilisib_0_0_0_0_3,52743120.0,1563120.0,Selumetinib,Pictilisib,IC30,IC90
1058,LNCaP_mut_RNA_00_1_1_Ipatasertib_Luminespib_0_0_0_0_10,58633560.0,1714200.0,Ipatasertib,Luminespib,IC10,IC10
1059,LNCaP_mut_RNA_00_2_4_Afatinib_Ulixertinib_0_0_0_0_9,61861800.0,1848960.0,Afatinib,Ulixertinib,IC30,IC70
1060,LNCaP_mut_RNA_00_3_5_Afatinib_Selumetinib_0_0_0_0_4,59912520.0,1820880.0,Afatinib,Selumetinib,IC50,IC90
1061,LNCaP_mut_RNA_00_4_1_Ulixertinib_Selumetinib_0_0_0_0_9,58059000.0,1697760.0,Ulixertinib,Selumetinib,IC70,IC10
1062,LNCaP_mut_RNA_00_5_1_Luminespib_Pictilisib_0_0_0_0_9,55107000.0,1678920.0,Luminespib,Pictilisib,IC90,IC10
1063,LNCaP_mut_RNA_00_1_3_Afatinib_Ulixertinib_0_0_0_0_1,59721240.0,1797480.0,Afatinib,Ulixertinib,IC10,IC50
1064,LNCaP_mut_RNA_00_3_1_Ipatasertib_Pictilisib_0_0_0_0_7,55712040.0,1633320.0,Ipatasertib,Pictilisib,IC50,IC10
1065,LNCaP_mut_RNA_00_4_3_Ipatasertib_Ulixertinib_0_0_0_0_3,55464360.0,1681320.0,Ipatasertib,Ulixertinib,IC70,IC50
1066,LNCaP_mut_RNA_00_3_3_Ulixertinib_Pictilisib_0_0_0_0_5,56587920.0,1639920.0,Ulixertinib,Pictilisib,IC50,IC50
1067,LNCaP_mut_RNA_00_1_3_Ulixertinib_Pictilisib_0_0_0_0_4,53715240.0,1605480.0,Ulixertinib,Pictilisib,IC10,IC50
1068,LNCaP_mut_RNA_00_5_3_Luminespib_Pictilisib_0_0_0_0_10,50182560.0,1516440.0,Luminespib,Pictilisib,IC90,IC50
1069,LNCaP_mut_RNA_00_2_4_Ulixertinib_Selumetinib_0_0_0_0_9,59099760.0,1791360.0,Ulixertinib,Selumetinib,IC30,IC70
1070,LNCaP_mut_RNA_00_4_5_Ipatasertib_Selumetinib_0_0_0_0_7,58362840.0,1612080.0,Ipatasertib,Selumetinib,IC70,IC90
1071,LNCaP_mut_RNA_00_4_5_Afatinib_Pictilisib_0_0_0_0_8,55422840.0,1629480.0,Afatinib,Pictilisib,IC70,IC90
1072,LNCaP_mut_RNA_00_2_3_Afatinib_Pictilisib_0_0_0_0_5,55597560.0,1637640.0,Afatinib,Pictilisib,IC30,IC50
1073,LNCaP_mut_RNA_00_1_4_Ulixertinib_Selumetinib_0_0_0_0_10,59290080.0,1768440.0,Ulixertinib,Selumetinib,IC10,IC70
1074,LNCaP_mut_RNA_00_1_2_Afatinib_Ulixertinib_0_0_0_0_10,59254680.0,1784640.0,Afatinib,Ulixertinib,IC10,IC30
1075,LNCaP_mut_RNA_00_2_3_Afatinib_Pictilisib_0_0_0_0_6,54136200.0,1623720.0,Afatinib,Pictilisib,IC30,IC50
1076,LNCaP_mut_RNA_00_1_1_Ulixertinib_Pictilisib_0_0_0_0_10,56236560.0,1636800.0,Ulixertinib,Pictilisib,IC10,IC10
